	0	1
1875	0.8166666785875957	[128, 5, 'softplus', 'softplus', 'sigmoid', 'softmax']
1880	0.8166666785875957	[128, 5, 'softplus', 'softplus', 'tanh', 'sigmoid']
1889	0.8166666785875957	[128, 5, 'softplus', 'tanh', 'sigmoid', 'softplus']
589	0.8166666785875957	[32, 7, 'softplus', 'sigmoid', 'softmax', 'softplus']
588	0.8166666785875957	[32, 7, 'softplus', 'sigmoid', 'softmax', 'sigmoid']
799	0.8166666785875957	[64, 3, 'sigmoid', 'softplus', 'softmax', 'softmax']
800	0.8166666785875957	[64, 3, 'sigmoid', 'tanh', 'sigmoid', 'sigmoid']
336	0.8166666785875957	[32, 5, 'softplus', 'softplus', 'sigmoid', 'sigmoid']
804	0.8166666785875957	[64, 3, 'sigmoid', 'tanh', 'softplus', 'sigmoid']
581	0.8166666785875957	[32, 7, 'softplus', 'sigmoid', 'softplus', 'softplus']
343	0.8166666785875957	[32, 5, 'softplus', 'softplus', 'softplus', 'softmax']
344	0.8166666785875957	[32, 5, 'softplus', 'softplus', 'tanh', 'sigmoid']
1773	0.8166666785875957	[128, 3, 'softmax', 'tanh', 'softmax', 'softplus']
364	0.8166666785875957	[32, 5, 'softplus', 'tanh', 'softmax', 'sigmoid']
367	0.8166666785875957	[32, 5, 'softplus', 'tanh', 'softmax', 'softmax']
859	0.8166666785875957	[64, 3, 'softplus', 'softplus', 'tanh', 'softmax']
857	0.8166666785875957	[64, 3, 'softplus', 'softplus', 'tanh', 'softplus']
856	0.8166666785875957	[64, 3, 'softplus', 'softplus', 'tanh', 'sigmoid']
852	0.8166666785875957	[64, 3, 'softplus', 'softplus', 'softplus', 'sigmoid']
395	0.8166666785875957	[32, 5, 'tanh', 'sigmoid', 'tanh', 'softmax']
409	0.8166666785875957	[32, 5, 'tanh', 'softplus', 'tanh', 'softplus']
411	0.8166666785875957	[32, 5, 'tanh', 'softplus', 'tanh', 'softmax']
1783	0.8166666785875957	[128, 3, 'softmax', 'softmax', 'softplus', 'softmax']
812	0.8166666785875957	[64, 3, 'sigmoid', 'tanh', 'softmax', 'sigmoid']
1827	0.8166666785875957	[128, 5, 'sigmoid', 'tanh', 'sigmoid', 'softmax']
1888	0.8166666785875957	[128, 5, 'softplus', 'tanh', 'sigmoid', 'sigmoid']
135	0.8166666785875957	[32, 3, 'tanh', 'sigmoid', 'softplus', 'softmax']
52	0.8166666785875957	[32, 3, 'sigmoid', 'softmax', 'softplus', 'sigmoid']
4	0.8166666785875957	[32, 3, 'sigmoid', 'sigmoid', 'softplus', 'sigmoid']
137	0.8166666785875957	[32, 3, 'tanh', 'sigmoid', 'tanh', 'softplus']
1433	0.8166666785875957	[64, 7, 'tanh', 'softplus', 'tanh', 'softplus']
27	0.8166666785875957	[32, 3, 'sigmoid', 'softplus', 'tanh', 'softmax']
59	0.8166666785875957	[32, 3, 'sigmoid', 'softmax', 'tanh', 'softmax']
56	0.8166666785875957	[32, 3, 'sigmoid', 'softmax', 'tanh', 'sigmoid']
